characteristic	 value	 user_id	 study_name	 
birthyear	1989	9996223	ybalab.daniel.death1.0001
birthmonth	2	9996223	ybalab.daniel.death1.0001
ethnicityomb	2	9996223	ybalab.daniel.death1.0001
politicalid	2	9996223	ybalab.daniel.death1.0001
religionid	2	9996223	ybalab.daniel.death1.0001
genoccupation	25-9999	9996223	ybalab.daniel.death1.0001
occupation	25-9999	9996223	ybalab.daniel.death1.0001
raceomb	6	9996223	ybalab.daniel.death1.0001
education	7	9996223	ybalab.daniel.death1.0001
major	7	9996223	ybalab.daniel.death1.0001
sex	m	9996223	ybalab.daniel.death1.0001
religion	none	9996223	ybalab.daniel.death1.0001
residence	sm	9996223	ybalab.daniel.death1.0001
relfamily	spiritual, no organized religion	9996223	ybalab.daniel.death1.0001
citizenship	us	9996223	ybalab.daniel.death1.0001
dayofbirth	.	9996232	ybalab.daniel.death1.0001
relfamily	.	9996232	ybalab.daniel.death1.0001
politicalid	0	9996232	ybalab.daniel.death1.0001
major	13	9996232	ybalab.daniel.death1.0001
birthyear	1984	9996232	ybalab.daniel.death1.0001
ethnicityomb	2	9996232	ybalab.daniel.death1.0001
religionid	2	9996232	ybalab.daniel.death1.0001
genoccupation	25-9999	9996232	ybalab.daniel.death1.0001
education	5	9996232	ybalab.daniel.death1.0001
zipcode	59860	9996232	ybalab.daniel.death1.0001
raceomb	8	9996232	ybalab.daniel.death1.0001
birthmonth	9	9996232	ybalab.daniel.death1.0001
sex	f	9996232	ybalab.daniel.death1.0001
religion	protestant	9996232	ybalab.daniel.death1.0001
residence	sm	9996232	ybalab.daniel.death1.0001
citizenship	us	9996232	ybalab.daniel.death1.0001
dayofbirth	.	9996247	ybalab.daniel.death1.0001
major	10	9996247	ybalab.daniel.death1.0001
birthyear	1982	9996247	ybalab.daniel.death1.0001
ethnicityomb	2	9996247	ybalab.daniel.death1.0001
politicalid	2	9996247	ybalab.daniel.death1.0001
religionid	2	9996247	ybalab.daniel.death1.0001
genoccupation	25	9996247	ybalab.daniel.death1.0001
occupation	25-2000	9996247	ybalab.daniel.death1.0001
zipcode	44011	9996247	ybalab.daniel.death1.0001
raceomb	6	9996247	ybalab.daniel.death1.0001
birthmonth	7	9996247	ybalab.daniel.death1.0001
education	8	9996247	ybalab.daniel.death1.0001
religion	catholic	9996247	ybalab.daniel.death1.0001
sex	f	9996247	ybalab.daniel.death1.0001
relfamily	roman catholic	9996247	ybalab.daniel.death1.0001
residence	sm	9996247	ybalab.daniel.death1.0001
citizenship	us	9996247	ybalab.daniel.death1.0001
dayofbirth	.	9996269	ybalab.daniel.death1.0001
relfamily	.	9996269	ybalab.daniel.death1.0001
politicalid	0	9996269	ybalab.daniel.death1.0001
birthyear	1986	9996269	ybalab.daniel.death1.0001
ethnicityomb	2	9996269	ybalab.daniel.death1.0001
religionid	2	9996269	ybalab.daniel.death1.0001
genoccupation	2931	9996269	ybalab.daniel.death1.0001
zipcode	43206	9996269	ybalab.daniel.death1.0001
birthmonth	5	9996269	ybalab.daniel.death1.0001
education	6	9996269	ybalab.daniel.death1.0001
raceomb	6	9996269	ybalab.daniel.death1.0001
major	7	9996269	ybalab.daniel.death1.0001
sex	f	9996269	ybalab.daniel.death1.0001
religion	none	9996269	ybalab.daniel.death1.0001
residence	sm	9996269	ybalab.daniel.death1.0001
citizenship	us	9996269	ybalab.daniel.death1.0001
politicalid	-1	9996287	ybalab.daniel.death1.0001
dayofbirth	.	9996287	ybalab.daniel.death1.0001
birthmonth	11	9996287	ybalab.daniel.death1.0001
genoccupation	15	9996287	ybalab.daniel.death1.0001
occupation	15-1000	9996287	ybalab.daniel.death1.0001
birthyear	1964	9996287	ybalab.daniel.death1.0001
religionid	2	9996287	ybalab.daniel.death1.0001
ethnicityomb	3	9996287	ybalab.daniel.death1.0001
major	4	9996287	ybalab.daniel.death1.0001
zipcode	48674	9996287	ybalab.daniel.death1.0001
raceomb	6	9996287	ybalab.daniel.death1.0001
education	7	9996287	ybalab.daniel.death1.0001
sex	f	9996287	ybalab.daniel.death1.0001
relfamily	methodist	9996287	ybalab.daniel.death1.0001
religion	protestant	9996287	ybalab.daniel.death1.0001
reldenom	united methodist	9996287	ybalab.daniel.death1.0001
citizenship	us	9996287	ybalab.daniel.death1.0001
residence	us	9996287	ybalab.daniel.death1.0001
dayofbirth	.	9996297	ybalab.daniel.death1.0001
birthmonth	1	9996297	ybalab.daniel.death1.0001
politicalid	1	9996297	ybalab.daniel.death1.0001
genoccupation	13	9996297	ybalab.daniel.death1.0001
occupation	13-1000	9996297	ybalab.daniel.death1.0001
birthyear	1981	9996297	ybalab.daniel.death1.0001
ethnicityomb	2	9996297	ybalab.daniel.death1.0001
religionid	2	9996297	ybalab.daniel.death1.0001
zipcode	29485	9996297	ybalab.daniel.death1.0001
major	4	9996297	ybalab.daniel.death1.0001
education	6	9996297	ybalab.daniel.death1.0001
raceomb	6	9996297	ybalab.daniel.death1.0001
sex	f	9996297	ybalab.daniel.death1.0001
reldenom	other christian	9996297	ybalab.daniel.death1.0001
relfamily	otherchristian	9996297	ybalab.daniel.death1.0001
religion	protestant	9996297	ybalab.daniel.death1.0001
residence	sm	9996297	ybalab.daniel.death1.0001
citizenship	us	9996297	ybalab.daniel.death1.0001
politicalid	-1	9996299	ybalab.daniel.death1.0001
dayofbirth	.	9996299	ybalab.daniel.death1.0001
religionid	1	9996299	ybalab.daniel.death1.0001
education	10	9996299	ybalab.daniel.death1.0001
birthyear	1969	9996299	ybalab.daniel.death1.0001
birthmonth	2	9996299	ybalab.daniel.death1.0001
ethnicityomb	2	9996299	ybalab.daniel.death1.0001
genoccupation	23	9996299	ybalab.daniel.death1.0001
occupation	23-xxxx	9996299	ybalab.daniel.death1.0001
raceomb	6	9996299	ybalab.daniel.death1.0001
major	9	9996299	ybalab.daniel.death1.0001
zipcode	94501	9996299	ybalab.daniel.death1.0001
relfamily	atheist	9996299	ybalab.daniel.death1.0001
sex	m	9996299	ybalab.daniel.death1.0001
religion	none	9996299	ybalab.daniel.death1.0001
citizenship	us	9996299	ybalab.daniel.death1.0001
residence	us	9996299	ybalab.daniel.death1.0001
dayofbirth	.	9996307	ybalab.daniel.death1.0001
politicalid	0	9996307	ybalab.daniel.death1.0001
genoccupation	11	9996307	ybalab.daniel.death1.0001
occupation	11-2000	9996307	ybalab.daniel.death1.0001
birthyear	1971	9996307	ybalab.daniel.death1.0001
ethnicityomb	2	9996307	ybalab.daniel.death1.0001
major	2	9996307	ybalab.daniel.death1.0001
religionid	2	9996307	ybalab.daniel.death1.0001
zipcode	48642	9996307	ybalab.daniel.death1.0001
education	6	9996307	ybalab.daniel.death1.0001
raceomb	6	9996307	ybalab.daniel.death1.0001
birthmonth	9	9996307	ybalab.daniel.death1.0001
sex	f	9996307	ybalab.daniel.death1.0001
relfamily	methodist	9996307	ybalab.daniel.death1.0001
religion	protestant	9996307	ybalab.daniel.death1.0001
reldenom	united methodist	9996307	ybalab.daniel.death1.0001
citizenship	us	9996307	ybalab.daniel.death1.0001
residence	us	9996307	ybalab.daniel.death1.0001
dayofbirth	.	9996317	ybalab.daniel.death1.0001
ethnicityomb	1	9996317	ybalab.daniel.death1.0001
birthmonth	12	9996317	ybalab.daniel.death1.0001
major	13	9996317	ybalab.daniel.death1.0001
birthyear	1989	9996317	ybalab.daniel.death1.0001
zipcode	20111	9996317	ybalab.daniel.death1.0001
politicalid	3	9996317	ybalab.daniel.death1.0001
religionid	3	9996317	ybalab.daniel.death1.0001
genoccupation	43	9996317	ybalab.daniel.death1.0001
occupation	43-4000	9996317	ybalab.daniel.death1.0001
education	6	9996317	ybalab.daniel.death1.0001
raceomb	8	9996317	ybalab.daniel.death1.0001
religion	catholic	9996317	ybalab.daniel.death1.0001
sex	f	9996317	ybalab.daniel.death1.0001
relfamily	roman catholic	9996317	ybalab.daniel.death1.0001
citizenship	us	9996317	ybalab.daniel.death1.0001
residence	us	9996317	ybalab.daniel.death1.0001
dayofbirth	.	9996318	ybalab.daniel.death1.0001
relfamily	.	9996318	ybalab.daniel.death1.0001
politicalid	0	9996318	ybalab.daniel.death1.0001
birthyear	1976	9996318	ybalab.daniel.death1.0001
ethnicityomb	2	9996318	ybalab.daniel.death1.0001
major	2	9996318	ybalab.daniel.death1.0001
religionid	2	9996318	ybalab.daniel.death1.0001
zipcode	21237	9996318	ybalab.daniel.death1.0001
raceomb	3	9996318	ybalab.daniel.death1.0001
genoccupation	43	9996318	ybalab.daniel.death1.0001
birthmonth	5	9996318	ybalab.daniel.death1.0001
education	7	9996318	ybalab.daniel.death1.0001
religion	catholic	9996318	ybalab.daniel.death1.0001
sex	m	9996318	ybalab.daniel.death1.0001
citizenship	us	9996318	ybalab.daniel.death1.0001
residence	us	9996318	ybalab.daniel.death1.0001
politicalid	-2	9996344	ybalab.daniel.death1.0001
dayofbirth	.	9996344	ybalab.daniel.death1.0001
relfamily	.	9996344	ybalab.daniel.death1.0001
religionid	1	9996344	ybalab.daniel.death1.0001
birthyear	1994	9996344	ybalab.daniel.death1.0001
ethnicityomb	2	9996344	ybalab.daniel.death1.0001
genoccupation	25-9999	9996344	ybalab.daniel.death1.0001
education	5	9996344	ybalab.daniel.death1.0001
major	6	9996344	ybalab.daniel.death1.0001
raceomb	6	9996344	ybalab.daniel.death1.0001
birthmonth	9	9996344	ybalab.daniel.death1.0001
zipcode	90066	9996344	ybalab.daniel.death1.0001
religion	jewish	9996344	ybalab.daniel.death1.0001
sex	m	9996344	ybalab.daniel.death1.0001
citizenship	us	9996344	ybalab.daniel.death1.0001
residence	us	9996344	ybalab.daniel.death1.0001
dayofbirth	.	9996358	ybalab.daniel.death1.0001
birthmonth	1	9996358	ybalab.daniel.death1.0001
religionid	1	9996358	ybalab.daniel.death1.0001
major	10	9996358	ybalab.daniel.death1.0001
birthyear	1991	9996358	ybalab.daniel.death1.0001
ethnicityomb	2	9996358	ybalab.daniel.death1.0001
politicalid	3	9996358	ybalab.daniel.death1.0001
genoccupation	41	9996358	ybalab.daniel.death1.0001
occupation	41-2000	9996358	ybalab.daniel.death1.0001
education	5	9996358	ybalab.daniel.death1.0001
raceomb	6	9996358	ybalab.daniel.death1.0001
zipcode	73099	9996358	ybalab.daniel.death1.0001
sex	m	9996358	ybalab.daniel.death1.0001
religion	none	9996358	ybalab.daniel.death1.0001
residence	sm	9996358	ybalab.daniel.death1.0001
citizenship	us	9996358	ybalab.daniel.death1.0001
dayofbirth	.	9996372	ybalab.daniel.death1.0001
politicalid	0	9996372	ybalab.daniel.death1.0001
major	1	9996372	ybalab.daniel.death1.0001
birthmonth	10	9996372	ybalab.daniel.death1.0001
education	12	9996372	ybalab.daniel.death1.0001
genoccupation	19	9996372	ybalab.daniel.death1.0001
occupation	19-1000	9996372	ybalab.daniel.death1.0001
zipcode	19403	9996372	ybalab.daniel.death1.0001
birthyear	1954	9996372	ybalab.daniel.death1.0001
ethnicityomb	2	9996372	ybalab.daniel.death1.0001
religionid	2	9996372	ybalab.daniel.death1.0001
raceomb	6	9996372	ybalab.daniel.death1.0001
religion	catholic	9996372	ybalab.daniel.death1.0001
sex	m	9996372	ybalab.daniel.death1.0001
relfamily	roman catholic	9996372	ybalab.daniel.death1.0001
citizenship	us	9996372	ybalab.daniel.death1.0001
residence	us	9996372	ybalab.daniel.death1.0001
politicalid	-1	9996385	ybalab.daniel.death1.0001
dayofbirth	.	9996385	ybalab.daniel.death1.0001
religionid	1	9996385	ybalab.daniel.death1.0001
genoccupation	13	9996385	ybalab.daniel.death1.0001
occupation	13-9999	9996385	ybalab.daniel.death1.0001
education	14	9996385	ybalab.daniel.death1.0001
birthyear	1970	9996385	ybalab.daniel.death1.0001
ethnicityomb	2	9996385	ybalab.daniel.death1.0001
major	2	9996385	ybalab.daniel.death1.0001
birthmonth	4	9996385	ybalab.daniel.death1.0001
zipcode	45305	9996385	ybalab.daniel.death1.0001
raceomb	6	9996385	ybalab.daniel.death1.0001
religion	catholic	9996385	ybalab.daniel.death1.0001
sex	m	9996385	ybalab.daniel.death1.0001
relfamily	other catholic	9996385	ybalab.daniel.death1.0001
citizenship	us	9996385	ybalab.daniel.death1.0001
residence	us	9996385	ybalab.daniel.death1.0001
politicalid	-2	9996394	ybalab.daniel.death1.0001
dayofbirth	.	9996394	ybalab.daniel.death1.0001
relfamily	.	9996394	ybalab.daniel.death1.0001
religionid	.	9996394	ybalab.daniel.death1.0001
birthyear	1992	9996394	ybalab.daniel.death1.0001
ethnicityomb	2	9996394	ybalab.daniel.death1.0001
zipcode	24501	9996394	ybalab.daniel.death1.0001
genoccupation	25-9999	9996394	ybalab.daniel.death1.0001
occupation	25-9999	9996394	ybalab.daniel.death1.0001
birthmonth	3	9996394	ybalab.daniel.death1.0001
major	5	9996394	ybalab.daniel.death1.0001
raceomb	6	9996394	ybalab.daniel.death1.0001
education	7	9996394	ybalab.daniel.death1.0001
sex	f	9996394	ybalab.daniel.death1.0001
religion	protestant	9996394	ybalab.daniel.death1.0001
citizenship	us	9996394	ybalab.daniel.death1.0001
residence	us	9996394	ybalab.daniel.death1.0001
dayofbirth	.	9996411	ybalab.daniel.death1.0001
religionid	1	9996411	ybalab.daniel.death1.0001
birthmonth	10	9996411	ybalab.daniel.death1.0001
major	11	9996411	ybalab.daniel.death1.0001
birthyear	1993	9996411	ybalab.daniel.death1.0001
ethnicityomb	2	9996411	ybalab.daniel.death1.0001
genoccupation	25-9999	9996411	ybalab.daniel.death1.0001
occupation	25-9999	9996411	ybalab.daniel.death1.0001
politicalid	3	9996411	ybalab.daniel.death1.0001
zipcode	44906	9996411	ybalab.daniel.death1.0001
education	5	9996411	ybalab.daniel.death1.0001
raceomb	6	9996411	ybalab.daniel.death1.0001
relfamily	agnostic	9996411	ybalab.daniel.death1.0001
sex	f	9996411	ybalab.daniel.death1.0001
religion	none	9996411	ybalab.daniel.death1.0001
residence	sm	9996411	ybalab.daniel.death1.0001
citizenship	us	9996411	ybalab.daniel.death1.0001
dayofbirth	.	9996416	ybalab.daniel.death1.0001
ethnicityomb	1	9996416	ybalab.daniel.death1.0001
zipcode	10029	9996416	ybalab.daniel.death1.0001
birthyear	1995	9996416	ybalab.daniel.death1.0001
major	2	9996416	ybalab.daniel.death1.0001
politicalid	2	9996416	ybalab.daniel.death1.0001
genoccupation	25-9999	9996416	ybalab.daniel.death1.0001
occupation	25-9999	9996416	ybalab.daniel.death1.0001
religionid	3	9996416	ybalab.daniel.death1.0001
education	5	9996416	ybalab.daniel.death1.0001
raceomb	5	9996416	ybalab.daniel.death1.0001
birthmonth	7	9996416	ybalab.daniel.death1.0001
relfamily	baptist	9996416	ybalab.daniel.death1.0001
sex	m	9996416	ybalab.daniel.death1.0001
religion	protestant	9996416	ybalab.daniel.death1.0001
residence	sm	9996416	ybalab.daniel.death1.0001
reldenom	southern baptist	9996416	ybalab.daniel.death1.0001
citizenship	us	9996416	ybalab.daniel.death1.0001
dayofbirth	.	9996417	ybalab.daniel.death1.0001
zipcode	07079	9996417	ybalab.daniel.death1.0001
education	10	9996417	ybalab.daniel.death1.0001
birthyear	1965	9996417	ybalab.daniel.death1.0001
ethnicityomb	2	9996417	ybalab.daniel.death1.0001
politicalid	2	9996417	ybalab.daniel.death1.0001
genoccupation	23	9996417	ybalab.daniel.death1.0001
occupation	23-1000	9996417	ybalab.daniel.death1.0001
religionid	3	9996417	ybalab.daniel.death1.0001
raceomb	5	9996417	ybalab.daniel.death1.0001
birthmonth	7	9996417	ybalab.daniel.death1.0001
major	9	9996417	ybalab.daniel.death1.0001
reldenom	african methodist episcopal	9996417	ybalab.daniel.death1.0001
sex	f	9996417	ybalab.daniel.death1.0001
relfamily	methodist	9996417	ybalab.daniel.death1.0001
religion	protestant	9996417	ybalab.daniel.death1.0001
citizenship	us	9996417	ybalab.daniel.death1.0001
residence	us	9996417	ybalab.daniel.death1.0001
politicalid	-1	9996485	ybalab.daniel.death1.0001
dayofbirth	.	9996485	ybalab.daniel.death1.0001
relfamily	.	9996485	ybalab.daniel.death1.0001
birthmonth	11	9996485	ybalab.daniel.death1.0001
birthyear	1986	9996485	ybalab.daniel.death1.0001
ethnicityomb	2	9996485	ybalab.daniel.death1.0001
religionid	2	9996485	ybalab.daniel.death1.0001
zipcode	21045	9996485	ybalab.daniel.death1.0001
genoccupation	43	9996485	ybalab.daniel.death1.0001
raceomb	6	9996485	ybalab.daniel.death1.0001
major	8	9996485	ybalab.daniel.death1.0001
education	9	9996485	ybalab.daniel.death1.0001
religion	catholic	9996485	ybalab.daniel.death1.0001
sex	f	9996485	ybalab.daniel.death1.0001
citizenship	us	9996485	ybalab.daniel.death1.0001
residence	us	9996485	ybalab.daniel.death1.0001
dayofbirth	.	9996487	ybalab.daniel.death1.0001
major	10	9996487	ybalab.daniel.death1.0001
education	12	9996487	ybalab.daniel.death1.0001
birthyear	1966	9996487	ybalab.daniel.death1.0001
ethnicityomb	2	9996487	ybalab.daniel.death1.0001
politicalid	2	9996487	ybalab.daniel.death1.0001
genoccupation	25	9996487	ybalab.daniel.death1.0001
occupation	25-1000	9996487	ybalab.daniel.death1.0001
religionid	3	9996487	ybalab.daniel.death1.0001
zipcode	30041	9996487	ybalab.daniel.death1.0001
birthmonth	4	9996487	ybalab.daniel.death1.0001
raceomb	6	9996487	ybalab.daniel.death1.0001
sex	f	9996487	ybalab.daniel.death1.0001
relfamily	nondenominational	9996487	ybalab.daniel.death1.0001
reldenom	nondenominational church	9996487	ybalab.daniel.death1.0001
religion	protestant	9996487	ybalab.daniel.death1.0001
citizenship	us	9996487	ybalab.daniel.death1.0001
residence	us	9996487	ybalab.daniel.death1.0001
dayofbirth	.	9996495	ybalab.daniel.death1.0001
relfamily	.	9996495	ybalab.daniel.death1.0001
birthyear	1992	9996495	ybalab.daniel.death1.0001
religionid	2	9996495	ybalab.daniel.death1.0001
genoccupation	25-9999	9996495	ybalab.daniel.death1.0001
occupation	25-9999	9996495	ybalab.daniel.death1.0001
ethnicityomb	3	9996495	ybalab.daniel.death1.0001
politicalid	3	9996495	ybalab.daniel.death1.0001
birthmonth	5	9996495	ybalab.daniel.death1.0001
education	7	9996495	ybalab.daniel.death1.0001
major	8	9996495	ybalab.daniel.death1.0001
raceomb	8	9996495	ybalab.daniel.death1.0001
sex	m	9996495	ybalab.daniel.death1.0001
religion	otherrelig	9996495	ybalab.daniel.death1.0001
citizenship	us	9996495	ybalab.daniel.death1.0001
residence	us	9996495	ybalab.daniel.death1.0001
dayofbirth	.	9996505	ybalab.daniel.death1.0001
religionid	1	9996505	ybalab.daniel.death1.0001
major	11	9996505	ybalab.daniel.death1.0001
zipcode	15218	9996505	ybalab.daniel.death1.0001
genoccupation	19	9996505	ybalab.daniel.death1.0001
occupation	19-9999	9996505	ybalab.daniel.death1.0001
birthyear	1989	9996505	ybalab.daniel.death1.0001
ethnicityomb	2	9996505	ybalab.daniel.death1.0001
politicalid	3	9996505	ybalab.daniel.death1.0001
raceomb	6	9996505	ybalab.daniel.death1.0001
birthmonth	8	9996505	ybalab.daniel.death1.0001
education	8	9996505	ybalab.daniel.death1.0001
relfamily	atheist	9996505	ybalab.daniel.death1.0001
sex	f	9996505	ybalab.daniel.death1.0001
religion	none	9996505	ybalab.daniel.death1.0001
citizenship	us	9996505	ybalab.daniel.death1.0001
residence	us	9996505	ybalab.daniel.death1.0001
dayofbirth	.	9996512	ybalab.daniel.death1.0001
religionid	1	9996512	ybalab.daniel.death1.0001
birthyear	1973	9996512	ybalab.daniel.death1.0001
ethnicityomb	2	9996512	ybalab.daniel.death1.0001
genoccupation	25	9996512	ybalab.daniel.death1.0001
occupation	25-5000	9996512	ybalab.daniel.death1.0001
birthmonth	3	9996512	ybalab.daniel.death1.0001
politicalid	3	9996512	ybalab.daniel.death1.0001
zipcode	43017	9996512	ybalab.daniel.death1.0001
major	5	9996512	ybalab.daniel.death1.0001
raceomb	6	9996512	ybalab.daniel.death1.0001
education	9	9996512	ybalab.daniel.death1.0001
relfamily	atheist	9996512	ybalab.daniel.death1.0001
sex	f	9996512	ybalab.daniel.death1.0001
religion	none	9996512	ybalab.daniel.death1.0001
citizenship	us	9996512	ybalab.daniel.death1.0001
residence	us	9996512	ybalab.daniel.death1.0001
politicalid	-1	9996518	ybalab.daniel.death1.0001
dayofbirth	.	9996518	ybalab.daniel.death1.0001
relfamily	.	9996518	ybalab.daniel.death1.0001
birthmonth	1	9996518	ybalab.daniel.death1.0001
major	10	9996518	ybalab.daniel.death1.0001
birthyear	1965	9996518	ybalab.daniel.death1.0001
ethnicityomb	2	9996518	ybalab.daniel.death1.0001
zipcode	21403	9996518	ybalab.daniel.death1.0001
genoccupation	25-9999	9996518	ybalab.daniel.death1.0001
religionid	3	9996518	ybalab.daniel.death1.0001
education	5	9996518	ybalab.daniel.death1.0001
raceomb	5	9996518	ybalab.daniel.death1.0001
sex	f	9996518	ybalab.daniel.death1.0001
religion	protestant	9996518	ybalab.daniel.death1.0001
citizenship	us	9996518	ybalab.daniel.death1.0001
residence	us	9996518	ybalab.daniel.death1.0001
dayofbirth	.	9996519	ybalab.daniel.death1.0001
major	10	9996519	ybalab.daniel.death1.0001
birthyear	1972	9996519	ybalab.daniel.death1.0001
ethnicityomb	2	9996519	ybalab.daniel.death1.0001
politicalid	2	9996519	ybalab.daniel.death1.0001
birthmonth	3	9996519	ybalab.daniel.death1.0001
religionid	3	9996519	ybalab.daniel.death1.0001
zipcode	32707	9996519	ybalab.daniel.death1.0001
genoccupation	43	9996519	ybalab.daniel.death1.0001
occupation	43-6000	9996519	ybalab.daniel.death1.0001
education	5	9996519	ybalab.daniel.death1.0001
raceomb	6	9996519	ybalab.daniel.death1.0001
sex	f	9996519	ybalab.daniel.death1.0001
reldenom	just a christian	9996519	ybalab.daniel.death1.0001
relfamily	nondenominational	9996519	ybalab.daniel.death1.0001
religion	protestant	9996519	ybalab.daniel.death1.0001
citizenship	us	9996519	ybalab.daniel.death1.0001
residence	us	9996519	ybalab.daniel.death1.0001
dayofbirth	.	9996529	ybalab.daniel.death1.0001
ethnicityomb	.	9996529	ybalab.daniel.death1.0001
genoccupation	.	9996529	ybalab.daniel.death1.0001
politicalid	0	9996529	ybalab.daniel.death1.0001
birthyear	1990	9996529	ybalab.daniel.death1.0001
religionid	3	9996529	ybalab.daniel.death1.0001
zipcode	32216	9996529	ybalab.daniel.death1.0001
raceomb	6	9996529	ybalab.daniel.death1.0001
birthmonth	7	9996529	ybalab.daniel.death1.0001
major	7	9996529	ybalab.daniel.death1.0001
education	8	9996529	ybalab.daniel.death1.0001
sex	f	9996529	ybalab.daniel.death1.0001
relfamily	nondenominational	9996529	ybalab.daniel.death1.0001
reldenom	nondenominational church	9996529	ybalab.daniel.death1.0001
religion	protestant	9996529	ybalab.daniel.death1.0001
citizenship	us	9996529	ybalab.daniel.death1.0001
residence	us	9996529	ybalab.daniel.death1.0001
dayofbirth	.	9996540	ybalab.daniel.death1.0001
ethnicityomb	.	9996540	ybalab.daniel.death1.0001
relfamily	.	9996540	ybalab.daniel.death1.0001
zipcode	02130	9996540	ybalab.daniel.death1.0001
birthmonth	1	9996540	ybalab.daniel.death1.0001
religionid	1	9996540	ybalab.daniel.death1.0001
major	10	9996540	ybalab.daniel.death1.0001
birthyear	1986	9996540	ybalab.daniel.death1.0001
politicalid	2	9996540	ybalab.daniel.death1.0001
genoccupation	2931	9996540	ybalab.daniel.death1.0001
raceomb	6	9996540	ybalab.daniel.death1.0001
education	8	9996540	ybalab.daniel.death1.0001
sex	f	9996540	ybalab.daniel.death1.0001
religion	none	9996540	ybalab.daniel.death1.0001
residence	sm	9996540	ybalab.daniel.death1.0001
citizenship	us	9996540	ybalab.daniel.death1.0001
politicalid	-2	9996563	ybalab.daniel.death1.0001
dayofbirth	.	9996563	ybalab.daniel.death1.0001
ethnicityomb	1	9996563	ybalab.daniel.death1.0001
major	1	9996563	ybalab.daniel.death1.0001
birthyear	1987	9996563	ybalab.daniel.death1.0001
genoccupation	2931	9996563	ybalab.daniel.death1.0001
occupation	31-1000	9996563	ybalab.daniel.death1.0001
zipcode	33165	9996563	ybalab.daniel.death1.0001
religionid	4	9996563	ybalab.daniel.death1.0001
raceomb	6	9996563	ybalab.daniel.death1.0001
education	7	9996563	ybalab.daniel.death1.0001
birthmonth	8	9996563	ybalab.daniel.death1.0001
religion	catholic	9996563	ybalab.daniel.death1.0001
sex	f	9996563	ybalab.daniel.death1.0001
relfamily	roman catholic	9996563	ybalab.daniel.death1.0001
citizenship	us	9996563	ybalab.daniel.death1.0001
residence	us	9996563	ybalab.daniel.death1.0001
politicalid	-2	9996566	ybalab.daniel.death1.0001
dayofbirth	.	9996566	ybalab.daniel.death1.0001
zipcode	07882	9996566	ybalab.daniel.death1.0001
birthyear	1962	9996566	ybalab.daniel.death1.0001
ethnicityomb	2	9996566	ybalab.daniel.death1.0001
religionid	2	9996566	ybalab.daniel.death1.0001
birthmonth	3	9996566	ybalab.daniel.death1.0001
genoccupation	43	9996566	ybalab.daniel.death1.0001
occupation	43-6000	9996566	ybalab.daniel.death1.0001
education	5	9996566	ybalab.daniel.death1.0001
raceomb	6	9996566	ybalab.daniel.death1.0001
major	8	9996566	ybalab.daniel.death1.0001
sex	f	9996566	ybalab.daniel.death1.0001
reldenom	other christian	9996566	ybalab.daniel.death1.0001
relfamily	otherchristian	9996566	ybalab.daniel.death1.0001
religion	protestant	9996566	ybalab.daniel.death1.0001
residence	sm	9996566	ybalab.daniel.death1.0001
citizenship	us	9996566	ybalab.daniel.death1.0001
dayofbirth	.	9996569	ybalab.daniel.death1.0001
relfamily	.	9996569	ybalab.daniel.death1.0001
religionid	1	9996569	ybalab.daniel.death1.0001
birthyear	1979	9996569	ybalab.daniel.death1.0001
politicalid	2	9996569	ybalab.daniel.death1.0001
ethnicityomb	3	9996569	ybalab.daniel.death1.0001
education	6	9996569	ybalab.daniel.death1.0001
raceomb	6	9996569	ybalab.daniel.death1.0001
major	8	9996569	ybalab.daniel.death1.0001
birthmonth	9	9996569	ybalab.daniel.death1.0001
zipcode	97402	9996569	ybalab.daniel.death1.0001
genoccupation	99-9999	9996569	ybalab.daniel.death1.0001
sex	f	9996569	ybalab.daniel.death1.0001
religion	none	9996569	ybalab.daniel.death1.0001
residence	sm	9996569	ybalab.daniel.death1.0001
citizenship	us	9996569	ybalab.daniel.death1.0001
dayofbirth	.	9996570	ybalab.daniel.death1.0001
relfamily	.	9996570	ybalab.daniel.death1.0001
politicalid	0	9996570	ybalab.daniel.death1.0001
religionid	1	9996570	ybalab.daniel.death1.0001
birthmonth	11	9996570	ybalab.daniel.death1.0001
major	13	9996570	ybalab.daniel.death1.0001
birthyear	1967	9996570	ybalab.daniel.death1.0001
ethnicityomb	2	9996570	ybalab.daniel.death1.0001
genoccupation	25-9999	9996570	ybalab.daniel.death1.0001
zipcode	55412	9996570	ybalab.daniel.death1.0001
raceomb	6	9996570	ybalab.daniel.death1.0001
education	7	9996570	ybalab.daniel.death1.0001
sex	m	9996570	ybalab.daniel.death1.0001
religion	none	9996570	ybalab.daniel.death1.0001
residence	sm	9996570	ybalab.daniel.death1.0001
citizenship	us	9996570	ybalab.daniel.death1.0001
dayofbirth	.	9996572	ybalab.daniel.death1.0001
relfamily	.	9996572	ybalab.daniel.death1.0001
major	1	9996572	ybalab.daniel.death1.0001
religionid	1	9996572	ybalab.daniel.death1.0001
birthyear	1990	9996572	ybalab.daniel.death1.0001
ethnicityomb	2	9996572	ybalab.daniel.death1.0001
politicalid	3	9996572	ybalab.daniel.death1.0001
birthmonth	5	9996572	ybalab.daniel.death1.0001
education	5	9996572	ybalab.daniel.death1.0001
raceomb	6	9996572	ybalab.daniel.death1.0001
zipcode	97402	9996572	ybalab.daniel.death1.0001
